Id	Length	HS	PT	GG	NL	#1#
ENST00000395601	527	327		36,274	285,477	
ENST00000661334	523		283,463	3	13,77,100,172,251,303,488,511	
ENST00000371732	536	212,434	13	191,398	184,241,373,402,474,518	290
ENST00000536708	465		169,464		161,273,386	
ENST00000341184	495	475,493	476	484	71,87,170,457,486	
ENST00000253363	439					
ENST00000381482	534	61,171	129	53,62	39,55,58,131	
ENST00000281722	467	19			261	
ENST00000358704	524	160				
ENST00000592741	500			206,231,308,327	128,177,223,249,258,278,291,311,319,347,363,396	
ENST00000502486	368	247,292	16,125,135	55,157	121,150	
ENST00000341156	533			44,86	192,207,257,271,320,325	
ENST00000350221	536	358,387	41,88,110,357,393,398,434	65,173,281,394,471,519	56,104,208,267,297,307,324,430,436,454,469,474	
ENST00000380009	536	27,468	383,444,517	32,61,434	12,65,132,158,165,184,195,200,393,396,521,530	
ENST00000382082	545	14,44,117,175,180,268,290,292,359,510,533,539	21,30,48,63,74,85,130,172,257,301,322,364		293,542,544	213,310
ENST00000264914	533			10,33,228	18,20,50,410	
ENST00000369799	489					
ENST00000481272	424		48,345		35,111	
ENST00000610745	543	48,119,310,432,492,535	324,451	170,218,221,223,225,257,373	10,156,272,288,354,377,409,420,496,539	
ENST00000628092	533	274		201,268	168,225,306,315,467	
ENST00000614125	505			57,161	2,209,381,441	
ENST00000372809	344	90			156,282,290,293,294	
ENST00000381769	466		365	395	60,268,354,372	
ENST00000372715	473	241	45,166	56,268	6,40,41,104,127,239,305,395,467	
ENST00000418596	530			227	413,440	
ENST00000641597	533		482	7,182,193,280	214,313	
ENST00000266068	530		198,522	204	523	
ENST00000398341	492	205,373,397			67,68,459	
ENST00000309575	530			319	6,87,90,147	
ENST00000377211	532	32,55	87	121	17,124,183	
ENST00000318443	183	127	103		7,17,23,26,95,130,178,182	
ENST00000393229	437				98	
ENST00000366962	525			65	282,473	
ENST00000367501	521		63,198	2,187,332,355,506	49,57,278,298,335,346,382,385,389,417,418,428,477,508,514	76
ENST00000374005	419				2,4,6,7,9,11,12,51,53,54,57,58,101,117,129,141,150,171,270,320,335,348,375	
ENST00000454498	532	134,240		352	103,112,117,193,200,400	482
ENST00000228468	307		4,6,11,12,17,18,21,22,24,28,30,35,44,46,47,49,52,54,55,59			
ENST00000316937	434		176	256	10,277,327,382	129
ENST00000392993	529	17	328		9,18,141,233,313,356	
ENST00000440890	532	156,328	250	170		94
ENST00000221265	531			422,423		413
ENST00000254090	533		418	343,476	121,179,232,335,472	244
ENST00000377365	532	75,273	271,521	62,148,267,358	114,147,250,292,314,318,390	57
ENST00000398868	524		188		518,519	
ENST00000373456	520	460		2	493	
ENST00000611898	372	46	21,264	50,57,79	7,17,27,73,85,158,173,252,302,333,337	226,287
ENST00000542778	392			305	122	
ENST00000357685	459	194,428	72,266	23,425	12,24,34,35,38,263,265,351,352,354,406,412	
ENST00000361686	516	341,497	144,357		70,85,96,100,154,171,195,291	
ENST00000367837	526	286	351	24,210	82,86,110,276,377,417	
ENST00000650450	531		460	24,456	336,358,361,383,388,404,411,478,509	445,519
ENST00000407008	527					
ENST00000312239	508				262,468	
ENST00000264515	524					
ENST00000382580	482		16		89,264	
ENST00000283415	489	43,123,440,460	323	422,481	235,321,325,392	
ENST00000295213	538	135,143,285,356,500	91,218,292,307	101,122,206,475	13,30,60,111,121,126,152,197,203,221,224,248,326,521	376
ENST00000395066	523	119			19,28	26
ENST00000290390	537		270,276,325,470	10,119,185,228,243,284,341,434,463	46,94,124,131,148,163,174,189,190,198,212,220,221,232,238,254,262,267,285,306,308,316,321,327,336,337,381,394,395,403,417,422,472	328,443
ENST00000449105	522	208,209				
ENST00000301825	529	111		486	23,25,115,194,215,235,322,512	514
ENST00000383701	465	195	174		25,28,36,62,150,157,158,216,284	
ENST00000366935	528	422	520	518	146,317	
ENST00000295926	526				450	
ENST00000472947	528	325,519	26		5,431,502,510,514	
ENST00000392167	505		142,263,367,418,427	134,471	4,52,130,200,271,314,360,368,404,454,463,473	148,361
ENST00000458013	422				184,198,221	
ENST00000541819	475	26			2,7,13,18,20,31,64,66,387	
ENST00000369046	465			345	185,189,243,250,292,347,388,439	197
ENST00000395934	381	38,323	4,24,34,50	107,109,148,159,213	12,118,280,313,319,335	
ENST00000359236	497	92,154,198,330,375,411,448	59,88,171	123,259	14,21,38,45,52,66,140,177,183,196,227,285,297,328,331,369,382,405,436,444,457	442
ENST00000265036	529	94,121,134,495			36,122,209,263,362,503	
ENST00000373477	528	186		304,405	293,410,445,446,449,466	
ENST00000318063	487		130	27	33,97,101,103,107,135,185,205,269,427	14,105
ENST00000299626	524		4,501	455	116,122,139,247,352,422,440,516,517	
ENST00000533342	527			417	47,48,55,129,190,301,325,356,390,508	118
ENST00000300131	525				515	
ENST00000393586	532	9,98,136,345,410	269,308	115,437	18,61,82,155,191,236,436	
ENST00000381178	478		53,156	8,39,161	52,64,75,81,106,121,155,233,236,473	
ENST00000262030	493	4,12,19	10	165	8	
ENST00000383263	532	238,432	292	145,244,293,319	12,354,356,390,406,416,497	
ENST00000361421	525			503		
ENST00000488757	536	159,178,345,390,466	81,145	54,121,460	8,14,22,38,128,351,360,369,441	489
ENST00000311485	527		212,506	82,119	342,347,361	
ENST00000531273	524					
ENST00000448226	486		379,401	171	398,418,428,454	485
ENST00000420959	444	49			19,34	
ENST00000457797	434	217,317,340,392	201	37,368,411	154,171,205,209,228,234,257,280,328,372,386,431	367
ENST00000341099	530	90,341	47,132	64	38,46,82,245,336,478,489,514	134,141,415
ENST00000422945	518	23,24			446	
ENST00000626352	464	352			59,94,202,429	
ENST00000375852	525	66		226	33,45,229,241,325,351,404,450	
ENST00000562435	514			113	424,506	
ENST00000644942	518				167	
ENST00000216367	527	50,123,181	5,174		371,413,489	
ENST00000614134	527	348,401,476	190,305,445,454,499,509	150	156,283,315,389,405,407,457,485,492,503	209,390,408
ENST00000573315	354	311	8,18,98,99,290,337	5,38,127,195,222,270,344	3,29,63,78,148,157,169,176,186,205,212,235,292,299,302,324,336	
ENST00000241052	527	492	426	159,520	3,13,23,120,248,273,357,423,429,436,494	
ENST00000217420	427	325	35	5	21,65,81	
ENST00000621096	516			156		
ENST00000393807	523	241	506	20,191,411	250,349,418	
ENST00000423381	458		288,289		320	
ENST00000394934	511	483			227,253,263,332,361,367,379,387,473	
ENST00000380122	514		13,83,465,469,472,474	468	34,54,59,68,172,471,483	
ENST00000643617	438	131,353,393	254,367	388	162,297,301,305,312,366,375,390,435,437	431
ENST00000378802	375	22,259	172		68,79,104,181,232,244,246,267,279,291,357,366,367,369,371,372,374	
ENST00000263904	511		410	261	190,282,292,311,385	427
ENST00000258415	526		232	275,277,278	22,23,51,300,432,520	
ENST00000605497	522	291	326	303,372,439,473	282,309,324,360,407,500,503	
ENST00000327134	442		261,264,267,268	209	210,214	
ENST00000332349	482	370			95,150,357,360	
ENST00000340124	485		377		9,483	
ENST00000370888	483	246			311,396,409	
ENST00000359087	510	56,57,415	63	275	108,112,117	
ENST00000566304	470	30,377			2,95,279,298,337,434	325
ENST00000290536	528	195,269,371	248,279	14,283,374,397	69,173,274,458,466,495,525	
ENST00000369705	519	126	9	167,170,185,207,209	62,93,310,390,414,423	
ENST00000394009	519	223,497,504	509	240,248,394	12,39,45,201,252,255,309,313,391	513
ENST00000405977	461				51	
ENST00000373498	521				509	
ENST00000302506	524		105		200,284	287
ENST00000377252	438	367			4,358,376	
ENST00000262352	456	146	55,143,274	174	93,94,97,115	
ENST00000266581	521				8,29,85,286,341,342,349,455	
ENST00000338910	500		486	480	19,42	
ENST00000493277	525		78	28,36,206	14,44,167,368,458,462	417
ENST00000533063	423	94,214,241,369	93,289,300,311	17,318,365,393	5,21,38,46,56,98,102,114,170,178,221,246,257,264,267,279,304,324,332,394,421	
ENST00000388942	507	432		25,239,383,492	3,5,361,362,379,387,440	297,407
ENST00000360589	529	75,357	82,88,226,305,459,523	100,103,338,401	33,67,92,104,106,137,149,202,228,252,279,283,285,289,297,307,345,373,394,414,521	38
ENST00000371717	434	165,230		196	20,281,283,417	
ENST00000524782	477		429		161,162,300	
ENST00000343776	497	108	160	32,180,422	70,83,103,182,313,368,460	
ENST00000587427	525	102,104,131	169,218,235,290,461	33,47,76,77,305,352	3,20,24,28,98,145,325,351,364,402,441,483,522	
ENST00000296589	530	3,231,244,312	110	5,14,40,506	10,25,67,115,124,141,226,251,308,315,364,421,513	
ENST00000646385	338	150,263,290	66,111,226,239	184,331	16,55,114,141,155,160,176,180,193,214,244,254,256,257,273,274,279,293,305,310,318,325,329	
ENST00000348925	510	25,155	170		61,86,304,320,381	
ENST00000374198	512				44,281	
ENST00000394854	521					
ENST00000354216	474		54	20,471	50	
ENST00000228567	523	169,172	332		35,91,93,201,217,224,226,251	
ENST00000263196	520			167,502	499,509,519	47,69,460
ENST00000344051	523		226	34,43,187,190,244,331	9,11,16,27,361,450,453,462,478,484,488,491,493	53,60
ENST00000301466	522	507	93,196		5,20,24,26,36,43,47,56,195,251,421,423	
ENST00000432176	521				70,291	
ENST00000314891	454	270		356	437	
ENST00000408923	499	474,481	471	341	50,231,372,387,468,470,475,478	
ENST00000526995	522	30,282			17,166	
ENST00000238561	523	241,337		344	8,23,279,419,505	
ENST00000436784	523	495		411	5,46,135,159,389,474	
ENST00000537075	526	480,489,508		80,525	31,38,98,113,162,509	25
ENST00000358792	431	262,282,425	257	32	73,101,119,234	
ENST00000314251	524	110		39,82,137	37,48,176,183,191,206,321,402,453	
ENST00000312196	521			157	495	
ENST00000409806	413	83,356,403	67,72,270,325,362	294,359	75,84,291,302,303,309,311,353,378,382	337
ENST00000397541	481	440	63	204,228,431	30,31,57,70,96,144,289,382,398	
ENST00000539935	499				178	
ENST00000245923	522	169,360,410	258		117,134,142,181,187,188,211,236,239,413	162
ENST00000271469	520		8		21,89	
ENST00000399004	503	26,442	360		219,277,288,316,329,489	
ENST00000407991	529	125,387		33,416,446	9,58,364,391,393,429,453,454,465	
ENST00000270115	254	181	126,184	16,79,134,141,215	5,80,108,152,155,169,194,197,200,218,227,231,245,248,251	168
ENST00000258729	519				129,273,302,312	
ENST00000270066	441				87,131	
ENST00000282538	521		207	3,14	4,15,95,107,319	
ENST00000339762	450	45			38,433	
ENST00000325110	520	241			417,484,488	
ENST00000264313	509			53		436
ENST00000331340	432					
ENST00000559313	534	297,352,457,464,465,488,495	199,200,279	142,223,428,433,452	40,50,108,132,138,153,159,190,203,217,221,271,379,383,401,427,487,502,508	174
ENST00000263593	522		64,239,445	246	103,286,434,510	
ENST00000361720	503		117	73,258,434	36,41,45,47,48,71,96,253,259,290,295,296,303,373,409,420,440,468	270
ENST00000351218	519		144		3,92,95,116,136,438	
ENST00000320640	511		73,144	44,171,252	14,242,243,247	
ENST00000253188	511	26,159,366	12,15,215,413,457		228,353,356,357,359,360,474	
ENST00000354772	473				389	
ENST00000380324	520	80,132			78,511	
ENST00000268057	518				5,11,45,77,190,203,245,403,440,507	515
ENST00000296736	473	330	70,86,419	394,467	21,22,29,44,51,63,93,102,111,157,183,195,226,246,256,287,332,343,349,350,362,438,462	
ENST00000338005	505	38,129,296,318,341,419,431,487	93,163,220,255,290	260,370	18,33,34,54,83,105,236,264,277,279,292,319,337,356,376,399,416,432,469,476,494	373
ENST00000581208	506				146,387	
ENST00000379484	501		281	402	144	
ENST00000276373	525	130,136	96,141,295	110,124,262,362,378	4,32,50,90,105,119,138,223,256,288,439,453,464,521	
ENST00000261854	520	21,503			38,85,154,436,517	
ENST00000297532	504				73,107,137,175,494	
ENST00000268053	376	243		9,36	137,143,144,340	29
ENST00000445915	517		2		6	
ENST00000369681	521			250,317,321	68,111,213,290,332,352,372,445,460,480,481,484,490	245
ENST00000238667	519	16	293,506	61,296	11,93,239,373,417,495	
ENST00000257548	480				3,6,23,27,67,177,329,359	
ENST00000159087	405			388,390,391,394,395,398,400,401,403,404	9,46,72,90	
ENST00000367536	526	181,256,314,365,513		229,344,456,486	4,46,47,51,53,397,452,467	
ENST00000599111	460	189	29	102,301,327,353,368	11,25,34,84,93,146,193,199,206,220,226,232,241,247,248,254,262,263,265,275,276,284,302,306,308,329,343,365,374,417,427,434,441,445,452,457,459	
ENST00000449726	519		276	127,261	145,219,220,271,499	
ENST00000330387	520	124,130,441	107,481		118,153,163,228,494,499	
ENST00000350777	510		173,174		28,138,414,441,486,493	
ENST00000343933	525	168,449		167,284,425	36,66,421,432,463	124,415
ENST00000375255	519	305,392	148	175	11,34,133,505	
ENST00000203629	361	74,182	172,354	249	6,54,85,171,185,220,230,242,252,292,304	
ENST00000455833	318				17,18,23,24,26,30	
ENST00000523601	519	147	26	7,412	31	
ENST00000319286	525	29,111,304,445,516	80,105	40,97,196,359,513	16,24,49,101,104,357,497,514,523	364
ENST00000300055	491	442,483	174,315	215,346,457,458	7,145,203,218,276,290,313,389,390,393,396,439,451	
ENST00000306675	379		217,351	13	16	
ENST00000274711	514					
ENST00000556412	518			6	97,479	381
ENST00000371226	281	205,238		74,256	6,167,262	
ENST00000458385	525	214	125,149,159,164,502	7,225,292	5,38,57,99,104,177,194,274,294,308,312,329,357,419,473,476,512	73
ENST00000374840	524	263,480,495,518	152	15,45,304	16,238,365,522	
ENST00000398585	454	22,55,117,130,339,443	56,76,96	374,413	24,59,82,114,118,182,195,206,252,253,291,318,325,336,343,360,361,368,372,398,415	104,417
ENST00000539642	514	259,497	422	73,211	7,18,22,44,46,64,132,198,478,509,510	
ENST00000356454	508	125,318,367,480,487,491,497,499	470,492		78,79,93,102,128,135,188,403,409,481	485
ENST00000351513	519	92	42,113	6,511	17,141,189,410,510	481
ENST00000372108	468	306,439,440		69	47,48,52,380,432	
ENST00000342219	381	33,155	233,299	6,22,142	7,26,35,42,59,76,80,82,83,89,99,137,149,171,194,200,201,204,205,207,208	
ENST00000316218	365	44,59	235	252	189,353,354,356,358,359,361,363,364	
ENST00000254730	520	500	127,384,490	317,456	106,141,409	76
ENST00000260803	511	380	354	50	112,273,295,346,456	
ENST00000378026	441	121,160,317	298	159,268	108,124,152,156,189,384	
ENST00000299162	517	452	165	95	178,336,500	
ENST00000652555	527			19,24,26,27,29,30,32,34,122,289,505	353,374,408	433
ENST00000238936	517		303	50,65	5,69,70,87,92,97,220,231,255,447,462	
ENST00000380492	518	313	58,397	306,341		
ENST00000393399	506	248,478	252		62,67,164,377,407	
ENST00000321264	436	182	42,79,276	32,37,140,434	17,165,166,179,189,331,370,408,409,418	
ENST00000219343	455				79,165,392	
ENST00000449076	521	365	462	79,105,385	3,117,277,302,366,371,388,435,511	348,362
ENST00000394456	494	404,425	297		178,260,365,369	
ENST00000403843	497	114,191	97,103	51,143,210,221,491	12,30,49,89,95,123,129,145,152,154,162,174,178,187,226,243,249,272,280,323,326,383,392,401,430,434,465,489	5
ENST00000308744	474	26,228,355	240,473	199	6,7,20,21,65,79,101,144,255,317,350,419,439	340
ENST00000264220	501	269		212	136,137,256,268	
ENST00000605424	520	309	411	365,379,404	13,19,96,115,145,305,338,381,401,455	
ENST00000233623	518	16,28,401,496	209,262	288	43,92,103,126,183,207,290,321,326,355,417,428,431,439,449,461,484,515	
ENST00000621158	386	380	9,383	378	44,134,148,150,169,188,376	
ENST00000531165	512					
ENST00000311806	515	304,388			387	
ENST00000442160	515		416,497		492,509,512	223
ENST00000299045	519	41,97,394,448			68,185,358,460,482	368
ENST00000493344	475	78	55,107		17,424	
ENST00000354817	515	404				
ENST00000430069	512					
ENST00000326739	514				240,292	
ENST00000535035	480	19		205		
ENST00000297063	520		182	54,74,86,170,217	43,179,495	85
ENST00000541224	491				254,265	248
ENST00000561100	515	431	41		14,219	
ENST00000354775	503	206	29	4,21,120	9,28,44,97,368,386,459	
ENST00000264866	515		238	237		
ENST00000313244	462		442		233	
ENST00000355285	514				57,183,506	
ENST00000341170	515	83	303,425,445		15,126,177,236,436	
ENST00000369550	514				450,497	
ENST00000373296	520	36,80	52,290,350	24,423	69,76,139,167,230,292,313,342,362,389,396,416,443,446,461,487	30
ENST00000261416	485	59,118,121,405	120,272	281	26,125,172,210,248,250,307	
ENST00000308251	510	70,373	36,98,248,473	245,382	16,42,173,259,281,312,349,484,503,507	
ENST00000341318	497					
ENST00000644641	514	507			73,85,97,102	
ENST00000499023	514	132				
ENST00000325144	514		171		136,151	
ENST00000383738	321	280		237		
ENST00000289431	519		86	35,77,155,345	148,222,280,301,365	140,310,321
ENST00000371571	513					
ENST00000319327	487		473	34,263,420,477	20,162,239,365,373,460,472,478,480	
ENST00000228705	514			168	29,107,110,236,417,429	
ENST00000397149	513					
ENST00000367147	437	237	123		26,101,119,151,209,432	
ENST00000518864	517	241,356,503	267	249	253	
ENST00000259605	510		396		2	
ENST00000373359	440	10,105,208,393	49,285,365,434	231,306,347	20,34,52,62,83,99,143,162,292,349,356,357,359,433,438	411
ENST00000266534	514			506	86,454	
ENST00000374987	416	278	100,141	231,274,335	19,38,239,258	
ENST00000216274	501	278,294	126,226,261,407	334	7,10,12,26,37,121,125,169,188,212,223,227,230,263,276,283,298,303,320,325,331,339,348,356,357,374,403,421,425,430,441,442,444,446,451,454,466,486	
ENST00000377199	513					
ENST00000393959	512					
ENST00000312251	515	425		67	20,131,156,353,401,423,433,501	
ENST00000289422	357		292			
ENST00000368851	515		29,100,268	30,39,59	48,55,270,274,278,330,509	
ENST00000270583	518	102,370,384	59,408,443,508,517	515	245,246,273,372,403,412,419,425,490,495	407,423
ENST00000606738	405	80,81	321,340,351		313,338,348,381	
ENST00000251108	486			192,324	29,30,47,478	
ENST00000276211	515	461,473	489	69	10,11,14,78,84,124,221,245,474,477,491	
ENST00000519728	512				13,106,215	
ENST00000371790	516	431	231,290	251,504	169,258,448	3
ENST00000543119	477					
ENST00000234396	461	16		175	14,23,148,211,250,362	
ENST00000672554	513	163	120	476,478,479	47,70,93,161,190,197,201,211,221,394,432,462,500	
ENST00000373295	445	68,337,357,368	256,372	115,223,404	14,121,125,150,157,163,165,167,169,173,198,208,232,309,313,324,330,345,348,361,362,374,413,417,439	
ENST00000327535	510	316,317	105,495	106,175,220,246,274	65,108,273,324,335,341,352,369,401,434,448,456,460,481,499	251
ENST00000507069	511				12,23	
ENST00000278520	475	210,231,425		97,148,205,322	11,60,91,142,214,250,251,258,289,329,386,407,409,453	444
ENST00000245680	517	311,316,322		364,454	52,133	
ENST00000285850	510				28,172,461,506	
ENST00000313838	469	132,175,208,256,432	291,379	339,356	33,66,111,136,138,160,163,168,268,342,348,372,375,384,405,412,416,428,456	145,430
ENST00000328278	300	233			2,57,60,62,65,142,165,182,196,199,299	
ENST00000001146	512	264,499			219	
ENST00000371475	345				8,32,59	
ENST00000241051	381		328		25,26,37,103,264	349
ENST00000263753	520	109,146,321,322,352	119,310,463	102,299	76,111,118,157,179,202,226,237,271,275,357,371,394,395,427,429,433,439,457,517	
ENST00000244565	518	155		224,301,417	48,56,203,299,312,474,501,506,507	59,60,257,352
ENST00000231420	356	34,102	344		25,32,41,54,73,155,175,212	132
ENST00000636502	510	34,50,60,185,396,477	63,88,212,261	94,135,238,266,341,348,394,465	4,13,53,93,98,170,202,220,298,332,349,398,410,413,419,439,447,450,469	
ENST00000371218	514	43,160,454	278	218,412	97,234	
ENST00000276390	511			24		
ENST00000377698	447	183,364	18	6,93,299,312	80,96,97	
ENST00000616836	515	25,112,148,502	6,10	66,67,92,93,308	3,5,22,26,44,58,81,88,101,408	147
ENST00000357771	515		408,440	277,296,383,403,490	261,350,432,461,497	
ENST00000419091	508			2,4,8,9	5	
ENST00000354886	521	70,429,467,505	416	370,439,490,493,513	3,17,228,229,291,358,368,382,433,510	234
ENST00000381375	456	98,166,336,433	96,118,364	117,244,305	20,21,83,87,101,114,127,129,150,163,243,338	
ENST00000333070	416				9,299,381	
ENST00000530059	513	391	317	151,485	40,97,106,155,195,267,381,491	
ENST00000376624	464				169,182,185,270,276,380,401,441,447,457	
ENST00000330579	486	120	43,202,225,372,432	26,138,189,482	79,148,207,231,247,264,325,360,369,373	219,248
ENST00000314144	515	17	36,241,333	44,82,141,167,259,416	171,304,370	65,479
ENST00000329841	454			62	20,25,27,48,81,202	
ENST00000538474	433	23,347,420	25,41,408	7,10,193,362	17,56,145,163,166,317,388	213,233
ENST00000468410	509			76	74,164,254	
ENST00000422063	512	287,361	327,406	371,382	265,277,309,323,365,379,439,448	
ENST00000304337	512	238,275,322,439			155,297,310,445	
ENST00000366560	510	13	224	24	12,20	
ENST00000307116	425		293		128	
ENST00000321297	510		63,483	205	57,87,176,218,222,497	
ENST00000376142	508		288		319	
ENST00000216862	436	188	48,63,83,130,332,379,417	20,346	19,27,158,228,232,284,339	272
ENST00000641643	364		221	164	135,259	
ENST00000330333	385		29	27,355	38,290,320,365	
ENST00000415428	509	268	500		18,233,240,243,255,266,272	
ENST00000306376	510	161	239,355	278	96	
ENST00000344423	510	348	358	381	198,209	
ENST00000394414	509			282		
ENST00000395348	459		3,437,438,440,441		79,249,258,380	
ENST00000640683	476				414	
ENST00000245479	509			371		
ENST00000295190	510	226,228	231,505		8,253,271,281	
ENST00000315127	456	103			89,262	
ENST00000263245	513	312,352,434,462	158	38,185,237	86,336,396,466	
ENST00000549921	508	226	235		372	
ENST00000378372	509	76,322	119,359,386		85,262,312,315,372,455,456,507	
ENST00000376980	510		217,375		27,377,411,413,429,448,470	249,442
ENST00000373930	509	172	118,266,349	288	29,30,51,55,125,189,280,350,363	89
ENST00000322344	420			230,366,369,370	58,74,117,135,136,252,317,325,329,383,418,419	124
ENST00000361738	513	44,96,144,173,433,486		155,423	51,92,98,128,151,153,204,455	497
ENST00000401041	509			393	394,457	397
ENST00000264883	457				32,73	
ENST00000360242	513	66,325,371,434	191,270,283,324,474		57,62,182,237,335,361,407,422,441,453,476	
ENST00000379504	490		136		362,384	
ENST00000327442	516	390	51,77,100,473	107,159,368,444,493,510	7,196,298,476,494,502	62,281
ENST00000435505	508		427,460	395,437	15,48,170,181,233,318,370,409,415,423,425,431,449,484,499,502,506	
ENST00000334274	490	489	200,344	122	19,23,30,118,289	
ENST00000333213	132					
ENST00000525462	513	73,297,298,323	198,406	282,332	206,307,356,455	485
ENST00000219022	506		76,196	22,501	56,70,117,139,231,336,353,477	471
ENST00000264039	400	392		396	16,30,39,41,48,199,266	394
ENST00000251047	510	39,210	377	274	10,205,429	
ENST00000368012	413			12,180,186	2,22,106,261	
ENST00000361897	416				100,358	
ENST00000619596	458				58,89,250,275,276	
ENST00000194118	515	128,434	369,438	113,140,146,200,283,382,433	76,181,183,193,207,236,256,267,274,335,340,341,413,440	
ENST00000322569	451	409	202	420	3,4,28,122,127,134,145,151,235,321,436	
ENST00000372090	509	376,505	381,382	271	21,117,352,385,391,416	374
ENST00000311875	415	171,341	384	247,372	64,69,119,195,222,301,352,364	
ENST00000278060	511	97,293	426,461	14,117,408,507	3,39,48,77,121,148,183,235,249,285,355,357,359,372,386,498	
ENST00000319098	521	421,513,514	83,106,244	127,199,211,228,231,258,271,412,417,487	46,59,118,124,156,159,172,180,206,250,284,353,389,454,460,461,509	176,178
ENST00000323468	507	67		493	69,71,122,147,149,180,203,498,502	
ENST00000367858	502		50,93	32	83	62
ENST00000323206	436		169,229	76,210	154,177	
ENST00000272638	508			77,123,138	133,188,311,319,409,436,454	
ENST00000222139	469	222	10	149	154,211,308,355,447,466	458
ENST00000536681	510	450	218	42,116,128	22,61,72,138,248,270,277,300,318,341,454,492	339
ENST00000381271	505				370	
ENST00000345094	503		386	186,214	31,33,180	
ENST00000419743	510	58,206,279	10		9,16,38,59,66,119,131,160,227,247,273,330,332,379,386,447,451,456,457	116,125
ENST00000346872	509	409	26,66	368,428,459	8,23,24,65,74,355,371,417,439	
ENST00000264110	494					
ENST00000309664	472	169,237,365,458	165,270,290,390,449,463,464	9,64,88,98,151,210,244,247,339	3,20,37,57,61,62,75,97,119,125,147,152,167,172,228,249,267,274,360,363,368,373,381,415,428	
ENST00000313237	258				169	
ENST00000205402	506			16,411	162	67
ENST00000261622	488		473	37,454	31,35,401,452,455	
ENST00000374492	502	442			22,31,435	
ENST00000257570	514	179,311,432	36,117,411,507	287,308,325,374	65,75,138,201,265,284,327,343,384,400,451,491	102,188
ENST00000322564	475		473	318	466	468
ENST00000639277	488			455	149,318,428,431,446,470,482,483	
ENST00000375344	506	462	50	40	9,35,463	
ENST00000308624	502	81,354,374	51,221,420	303,306,319	4,29,36,39,53,109,243,250,292,293,295,355,365,396,405,407	
ENST00000228606	508	71,360		299	24,119,156,159,175,179,181,280,295,365,421	490
ENST00000556994	474					
ENST00000374259	505		335,454		217,223,314,442,471	53
ENST00000370657	509	39,137,194,229	40,92,230,419	324	48,58,65,68,129,153,163,216,223,269,310,333,378,434,445,496	
ENST00000377073	505		142,445	493	111,152,173,189,262,277,439,498	
ENST00000651716	506	296	244	310	47,150,213,217,253,263,264,284,299,373,475	
ENST00000399837	503	155,299	339,372	101,171,209	9,53,58,69,76,141,337,361,388,437,480	13
ENST00000276708	504	73	307,335	241,486	34,88,183,243,252,254,255,297,392,454,500	
ENST00000371899	499	411	232	374,432	10,23,39,68,206,277	242
ENST00000287820	505	89	124	10	54	
ENST00000315891	504	62,479	71	408	34,48,171,307,415,431,460	
ENST00000427304	503				493	
ENST00000291539	472	51	218,222,352	115	21,36,165,288,290,420	
ENST00000367080	450					
ENST00000375011	457	175			165,346	294
ENST00000602402	504	306			67,163	
ENST00000371174	509	90,93,112		22,108,370	5,28,190,221,287,327,328,416	
ENST00000531380	497			146	426,493	
ENST00000370328	506	63,452	132	34	10,33,38,47,48,58,60,81,383,421	
ENST00000529415	351	82,84,242	248,285	229,323	4,14,19,25,55,232,291	10,226
ENST00000409858	507	502		47,179,339	86,320,323,367,396,398,414,421,423,504	425
ENST00000216160	493			166		
ENST00000293760	174				58	
ENST00000261249	504	58,174,501		156	10,29,64,65,102,107,138,198,237,333,466	12
ENST00000278319	517	36,142,323,340,496	18,59,117	12,23,234,321,328,358,369,372	14,19,28,39,119,191,235,266,284,302,308,309,318,329,335,363,368,432,504	463
ENST00000210313	504		122	82,365	39,62,111,128,190,346,497	
ENST00000221399	311	90,225,233	196	78,108,177,259	9,44,49,59,96,141,152,164,165,173,195,207,209,244,270,271,304	
ENST00000369406	508	238	92	342,450	42,427	18,430
ENST00000263440	507	181,304		424,455	121,243,322	
ENST00000396402	503		255		9,28,80,199,201,259,320,333,476	139
ENST00000550683	503			47	8,29,38,42,108,133,142,387,494	
ENST00000328923	482	207	8,121		30,462	
ENST00000308074	486	96,220	90	212	24,34,45,74,104,179,223,224,331,335,369,423	
ENST00000302874	511	380,394,441	152,365	11,13,435,437,438,485	4,24,32,105,148,362,418,428	6,127
ENST00000562532	504			494	11,83,87,137,145,179	
ENST00000545398	504	375		122	10,71,72,132,137,183,244,261,275,444	
ENST00000330459	473		224,404,431	309,400	221,265,293	
ENST00000590191	510	6,42,143,227,296	124,228,297	46,105,169,200,345,369,404,449,509	11,60,83,108,125,128,130,139,153,186,188,193,197,209,238,252,303,307,324,330,341,344,355,362,372,374,384,386,418,433,434,436,448,459,462,485,486,491,493,508	
ENST00000373019	454					
ENST00000318833	502		35	409	62,123,131,434	
ENST00000371839	503	255,486			462	
ENST00000606080	505	35	89	160,503	10,14,75,139,182,272,322,334,390,407	484
ENST00000295101	501				477	
ENST00000395831	497	49,151,472	51,131,218,399,480	26,324	15,111,141,179,194,262,278,333,381,398,420,434,461,465,479,485,491,496	
ENST00000335327	502		282	310	376	
ENST00000587139	506	3,5,6,9,286,396	196,213,273,365	268,313,462	145,178,205,224,248,249,256,263,350,352,363,373,474,478	202,403
ENST00000524391	500		218		258	
ENST00000394440	497			149		
ENST00000351797	505	122,258,289	225	48,336	229,421,445	
ENST00000352511	475					
